Sample	ACE	chao1	shannon	simpson	observed_species	goods_coverage
A1	388.964525555637	388.75	4.60681106128574	0.98470464011846	385	1
A2	397.24041730913	397	4.72389561029957	0.98644835192534	397	1
A3	403.03142081448	403.5	4.75642218434215	0.986779414541669	401	1
A4	359.65264472372	358.105263157895	4.50371181939169	0.983493528006494	357	1
A5	400.070456412606	399.666666666667	4.66003241837505	0.985297833356714	399	1
A6	428.721668468319	427.4	4.79496079870919	0.987081171202975	425	1
B1	477.46007927133	479.111111111111	4.8583725112885	0.986956227260229	473	1
B2	453.105265940573	452.769230769231	4.65794775277879	0.982700147697841	450	1
B3	439.798688328006	439.666666666667	4.72728292467256	0.984065139323195	438	1
B4	474.228619058982	473.75	4.90421579051127	0.986858924579309	473	1
B5	422.860236418291	425.1	4.55318367644758	0.980740144991998	416	1
B6	462.366228159147	464.333333333333	4.87039302374642	0.986420684981125	461	1
C1	422.015365013354	426.375	4.7970003134788	0.98630623148142	415	1
C2	442.005573189256	442.142857142857	4.8146976230964	0.985876990923083	440	1
C3	438.405496200752	442.2	4.80690610314774	0.986319274165337	435	1
C4	420.532976209875	421	4.71480188994615	0.983807665962192	418	1
C5	415.950879765396	419	4.8090694266594	0.986351806659103	414	1
C6	440.323104610956	443.75	4.78512278327314	0.986134841169294	434	1
