Sample	ACE	chao1	shannon	simpson	observed_species	goods_coverage
A1	1168.06877231156	1179.42424242424	2.97691115724315	0.903436361903349	1116	1
A2	1232.19440677918	1231.68518518519	3.17857543800185	0.913833877972694	1200	1
A3	1263.87488517895	1274.77551020408	3.47104005070518	0.936376819585847	1231	1
A4	947.679455985875	959.122448979592	2.76820502410013	0.879951051854723	914	1
A5	1216.30367935598	1217.10526315789	3.24186407665061	0.919696384925105	1192	1
A6	1305.86154434212	1325.88636363636	3.31625635182558	0.912905864787159	1271	1
B1	1361.09739224739	1366.58823529412	3.56532341358554	0.923358844188009	1347	1
B2	1231.32608768034	1240.03846153846	2.37243495583674	0.720323922858788	1206	1
B3	1198.55946508979	1205.06	2.52519222036168	0.801892251148884	1172	1
B4	1374.81468261168	1377.875	3.64690679476604	0.937521825596916	1363	1
B5	1099.57682714192	1146.68292682927	1.92235603110661	0.662518613200698	1049	1
B6	1258.34581862463	1268.75	2.99091847490127	0.852303743173403	1240	1
C1	1349.28723572181	1354.55769230769	3.59275206996197	0.944332176539471	1326	1
C2	1369.46349012166	1378.75	3.49121440626084	0.930799729800955	1350	1
C3	1459.88215368712	1464	3.90200820726484	0.958446354954649	1449	1
C4	1263.6572885039	1270.77777777778	2.6893282595034	0.835666122286517	1238	1
C5	1404.90576892975	1405.41025641026	3.83692529652917	0.956247016964626	1395	1
C6	1469.16838318373	1478.2	3.9104343157308	0.958963359755456	1456	1
