Sample	ACE	chao1	shannon	simpson	observed_species	goods_coverage
A1	83.7865618025295	83.5	1.09593073184538	0.536019480983947	82	1
A2	96.6751632879213	96.5	1.36193794982617	0.678195074625243	96	1
A3	93.2772866231513	93.5	1.34813673238717	0.651810894262633	91	1
A4	73.5111165367067	72.6666666666667	0.947234619949786	0.484601239920205	68	1
A5	95.5154503616042	95.5	1.13744882166401	0.573849746409724	95	1
A6	94.3702674883543	93	1.32052709930806	0.676304613372295	90	1
B1	91.8970964344817	91.25	1.06139133384747	0.558500437191591	91	1
B2	86.8266853581539	90	0.946235294115317	0.46748548961186	85	1
B3	84.0966028191598	85.3333333333333	0.949692466917825	0.472082128978863	82	1
B4	99.3753766233766	98.6	0.776543409377297	0.344679712521901	98	1
B5	67.4343993956182	68.3333333333333	0.616561381174238	0.327349856461359	65	1
B6	88.0360655737705	87.6	0.850861255656413	0.413468908935998	87	1
C1	91.7869660878818	91.25	1.19827672089824	0.576257620888593	91	1
C2	91.9815102473041	91.75	0.919606516437566	0.429734864052833	91	1
C3	102.032731739882	101.75	0.975540539199658	0.425388070684128	101	1
C4	85.6552484191509	85.2	0.907807614263665	0.424945705459346	84	1
C5	97.4293972702086	96.4285714285714	1.02952778056231	0.470287651059787	96	1
C6	101.789701435955	103	0.911424215953351	0.383714890886408	98	1
